brand,fuel_type,model_date,price,vehicle_engine,vehicle_transmission,KM
Toyota,Petrol,2019,3875000,1000cc,Automatic,20000
Suzuki,Petrol,2017,1640000,800cc,Manual,12000
Changan,Petrol,2022,2600000,1000cc,Manual,5500
Toyota,Petrol,2020,3350000,1000cc,Automatic,48000
Suzuki,Petrol,2021,2325000,660cc,Manual,30000
Toyota,Petrol,2019,3700000,1300cc,Automatic,28000
Daihatsu,Petrol,2013,1950000,660cc,Automatic,80000
Honda,Petrol,2007,1500000,1800cc,Automatic,141000
Toyota,Petrol,2022,6150000,1600cc,Automatic,8100
Toyota,Petrol,2013,3235000,1600cc,Automatic,84000
Honda,Petrol,2019,3800000,1300cc,Manual,38000
Suzuki,Petrol,2019,3150000,660cc,Automatic,15000
Suzuki,Petrol,2021,3700000,1000cc,Manual,8000
Suzuki,Petrol,2017,2400000,1000cc,Manual,112000
Toyota,Petrol,2009,14000000,2700cc,Automatic,90000
Honda,Petrol,2012,2490000,1800cc,Automatic,52500
Changan,Petrol,2021,4000000,1500cc,Automatic,21137
Suzuki,Petrol,2014,1385000,1000cc,Manual,133000
Toyota,Petrol,2022,4950000,1500cc,Automatic,8062
Mercedes Benz,Petrol,2018,24500000,2000cc,Automatic,17000
Honda,Petrol,2023,5250000,1500cc,Automatic,25
Suzuki,Petrol,2019,2675000,1000cc,Manual,48000
SsangYong,Petrol,2005,2150000,2400cc,Automatic,105000
Hyundai,Petrol,2022,9600000,2500cc,Automatic,12500
Nissan,Petrol,2019,4900000,1198cc,Automatic,38000
Toyota,Petrol,2013,2470000,1000cc,Automatic,87000
Honda,Petrol,2010,2150000,1300cc,Automatic,140000
MG,Petrol,2021,7000000,1500cc,Automatic,8800
KIA,Petrol,2022,7475000,2000cc,Automatic,9500
Daihatsu,Petrol,2014,1950000,660cc,Automatic,77000
Suzuki,Petrol,2022,4850000,1200cc,Automatic,300
Suzuki,Petrol,2018,1450000,800cc,Manual,52000
Suzuki,Petrol,2018,1965000,1000cc,Manual,58000
Suzuki,Petrol,2020,3250000,1300cc,Automatic,23000
KIA,Petrol,2020,6000000,2000cc,Automatic,38000
Toyota,Petrol,2014,4200000,1500cc,Automatic,71000
Honda,Petrol,2018,4925000,1800cc,Automatic,56000
Suzuki,Petrol,2010,695000,800cc,Manual,22400
Toyota,Petrol,2013,2180000,1300cc,Manual,108000
Suzuki,Petrol,2008,700000,800cc,Manual,84000
Suzuki,Petrol,1998,630000,1000cc,Manual,100000
Suzuki,Petrol,2012,850000,1000cc,Manual,125000
Toyota,Petrol,2006,1780000,1000cc,Automatic,12400
Toyota,Hybrid,2011,3190000,1800cc,Automatic,94000
Daihatsu,Petrol,2011,1250000,800cc,Automatic,87000
Suzuki,Hybrid,2019,3875000,660cc,Automatic,17583
Toyota,Petrol,1995,750000,1300cc,Manual,150000
Daihatsu,Petrol,2013,2250000,660cc,Automatic,128000
Toyota,Diesel,2023,20100000,2800cc,Automatic,20
Toyota,Petrol,2018,3750000,1000cc,Automatic,91502
Suzuki,Petrol,2022,2625000,660cc,Manual,20
Honda,Petrol,2005,995000,1500cc,Manual,150000
Honda,Petrol,2018,7500000,1500cc,Automatic,36864
Toyota,Petrol,2016,4300000,1800cc,Automatic,65000
Toyota,Petrol,2010,2200000,1000cc,Automatic,151000
Daihatsu,Petrol,2018,3190000,660cc,Automatic,13100
Toyota,Petrol,1997,4000000,3400cc,Automatic,167000
Honda,Petrol,2020,5750000,1800cc,Automatic,56000
Toyota,Petrol,2021,4860000,1600cc,Automatic,22000
Nissan,Petrol,2016,2350000,660cc,Automatic,79000
Suzuki,Petrol,2007,730000,1000cc,Manual,120000
Honda,Petrol,2021,4100000,1200cc,Manual,20000
Suzuki,Petrol,2016,2475000,660cc,Automatic,80000
Toyota,Petrol,2018,11575000,2700cc,Automatic,70000
Toyota,Petrol,1992,3850000,3400cc,Automatic,1000
Toyota,Petrol,2019,4500000,1600cc,Automatic,46000
Suzuki,Petrol,2018,1335000,796cc,Manual,55000
KIA,Petrol,2017,3950000,1400cc,Automatic,82000
Suzuki,Petrol,2022,2280000,660cc,Manual,9600
Suzuki,Petrol,2016,1150000,800cc,Manual,44770
Suzuki,Petrol,1994,175000,1000cc,Manual,100000
KIA,Petrol,2021,6900000,2000cc,Automatic,35000
Suzuki,Petrol,2003,640000,800cc,Manual,25000
Suzuki,Petrol,2012,1480000,1000cc,Manual,100000
Suzuki,Petrol,2007,850000,1000cc,Manual,75000
Toyota,Petrol,2015,3200000,1600cc,Automatic,69000
Daihatsu,Petrol,2010,2200000,660cc,Automatic,68000
Honda,Petrol,1997,670000,1500cc,Manual,190000
Toyota,Petrol,1994,2000000,2400cc,Automatic,250000
Toyota,Petrol,2007,11500000,4700cc,Automatic,95000
Toyota,Petrol,2014,3250000,1300cc,Automatic,112000
Toyota,Petrol,2007,1620000,1800cc,Automatic,160000
Toyota,Petrol,2014,2650000,1300cc,Manual,133969
Toyota,Hybrid,2015,4100000,1500cc,Automatic,71000
Toyota,Petrol,2019,4850000,1300cc,Automatic,46500
Toyota,Petrol,2016,45000000,4608cc,Automatic,19000
Toyota,Diesel,2021,11500000,2800cc,Automatic,73000
Honda,Hybrid,2019,10800000,1500cc,Automatic,14000
Toyota,Diesel,2020,13500000,2800cc,Automatic,36000
Toyota,Petrol,2017,32100000,2700cc,Automatic,18000
Toyota,Petrol,2017,52100000,4600cc,Automatic,16000
Suzuki,Petrol,2019,2990000,660cc,Automatic,26000
Honda,Petrol,2021,7050000,1500cc,Automatic,18000
Honda,Petrol,2008,3800000,2400cc,Automatic,124000
Suzuki,Petrol,1998,580000,1000cc,Manual,220000
Honda,Petrol,2001,940000,1700cc,Manual,200000
Toyota,Diesel,2003,8600000,3000cc,Automatic,116000
Honda,Petrol,2017,4600000,1800cc,Automatic,72000
Toyota,Petrol,2006,2850000,2400cc,Automatic,140000
Suzuki,Petrol,2022,2900000,660cc,Automatic,1200
Honda,Petrol,2018,4500000,1800cc,Automatic,111000
Suzuki,Petrol,2011,800000,800cc,Manual,40000
Suzuki,Petrol,2022,2050000,800cc,Manual,4000
Toyota,Petrol,2019,3950000,1000cc,Automatic,52000
Toyota,Petrol,2016,22500000,2700cc,Automatic,62000
Changan,Petrol,2022,2700000,1000cc,Manual,11000
Honda,Petrol,2021,4250000,1200cc,Automatic,16000
Suzuki,Petrol,2007,815000,800cc,Manual,60000
Toyota,Diesel,2013,4650000,2500cc,Manual,140000
Honda,Petrol,2001,850000,1300cc,Manual,12
Suzuki,Petrol,2022,2600000,660cc,Manual,1
Honda,Petrol,2008,1850000,1800cc,Automatic,124900
Toyota,Petrol,2014,1960000,2000cc,Automatic,1
Toyota,Petrol,2009,1535000,1300cc,Manual,1
Daihatsu,Petrol,2015,2450000,660cc,Automatic,77000
Changan,Petrol,2021,2450000,1000cc,Manual,25000
Suzuki,Petrol,2008,900000,1000cc,Manual,50000
Toyota,Petrol,2019,4500000,1300cc,Automatic,60000
Suzuki,Petrol,2019,3300000,660cc,Automatic,36000
Daihatsu,Petrol,2009,1725000,660cc,Automatic,75448
Suzuki,Petrol,2022,2350000,660cc,Manual,2500
Nissan,Petrol,2018,4375000,1200cc,Automatic,70000
Suzuki,Petrol,2013,1250000,1000cc,Manual,56000
Suzuki,Petrol,2021,2255000,660cc,Manual,17300
Suzuki,Petrol,2021,3750000,1000cc,Automatic,14500
Toyota,Petrol,2023,8000000,1799cc,Automatic,41
Toyota,Petrol,2019,4450000,996cc,Automatic,20317
Mitsubishi,Petrol,2019,3250000,660cc,Automatic,14341
Honda,Petrol,2019,3835000,1500cc,Automatic,42000
Toyota,Petrol,2021,6500000,996cc,Automatic,6500
Honda,Petrol,2009,1865000,1800cc,Automatic,131000
Honda,Petrol,2006,1595000,1300cc,Manual,170000
Chery,Petrol,2023,9200000,1600cc,Automatic,17
Suzuki,Hybrid,2007,895000,1300cc,Manual,200000
Toyota,Petrol,2006,850000,1300cc,Manual,2
Suzuki,Petrol,2022,2320000,660cc,Manual,1
Suzuki,Petrol,2019,2950000,1000cc,Manual,47000
Suzuki,Petrol,2022,3000000,660cc,Automatic,500
Toyota,Petrol,2022,4725000,1300cc,Automatic,1000
Toyota,Diesel,1990,2500000,3000cc,Automatic,315000
Nissan,Diesel,1985,950000,2400cc,Manual,357981
Suzuki,Petrol,2006,775000,1000cc,Manual,123275
Suzuki,Petrol,2019,2025000,660cc,Manual,81000
Toyota,Hybrid,2014,3300000,1500cc,Automatic,84000
Honda,Petrol,2020,3550000,1300cc,Manual,48000
Changan,Petrol,2020,2400000,1000cc,Manual,33000
Changan,Petrol,2020,1900000,999cc,Manual,81000
Toyota,Petrol,2014,2500000,1000cc,Automatic,84000
Honda,Petrol,2018,3450000,1300cc,Automatic,65000
Daihatsu,Petrol,2012,2100000,660cc,Automatic,93000
Toyota,Petrol,1994,1700000,3000cc,Manual,94000
Toyota,Diesel,2019,12800000,2800cc,Automatic,72000
Toyota,Petrol,2019,10000000,1500cc,Automatic,29000
Toyota,Diesel,2022,18700000,2800cc,Automatic,50
Daihatsu,Petrol,2019,3900000,1000cc,Automatic,19000
Changan,Petrol,2021,3600000,1500cc,Automatic,27000
Toyota,Diesel,2022,13000000,2800cc,Automatic,6100
Toyota,Petrol,2021,13000000,2700cc,Automatic,17000
Toyota,Diesel,2021,12000000,2800cc,Automatic,40000
Toyota,Petrol,2018,3725000,1000cc,Automatic,84000
Toyota,Diesel,2023,15000000,2800cc,Automatic,20
Suzuki,Petrol,2020,3290000,1000cc,Automatic,18500
Nissan,Petrol,2019,5295000,1200cc,Automatic,72425
Honda,Petrol,2017,4600000,1800cc,Automatic,58658
Toyota,Petrol,2017,7300000,2700cc,Automatic,89000
Suzuki,Petrol,1999,390000,800cc,Manual,150000
KIA,Petrol,2021,9000000,3479cc,Automatic,35000
Honda,Petrol,2013,2900000,1800cc,Automatic,112000
Suzuki,CNG,2009,850000,1000cc,Manual,89000
Nissan,Petrol,2014,1850000,660cc,Automatic,108000
Suzuki,Petrol,2016,950000,800cc,Manual,71000
Toyota,Hybrid,2017,8500000,1800cc,Automatic,100000
Nissan,Petrol,2016,2000000,660cc,Automatic,120000
Honda,Petrol,2023,7295000,1500cc,Automatic,1
Honda,Petrol,2020,3650000,1300cc,Manual,40000
Toyota,Hybrid,2018,8000000,1800cc,Automatic,20000
Suzuki,Petrol,2014,1385000,1000cc,Manual,41645
Hyundai,Petrol,1993,455000,1500cc,Manual,30000
Changan,Petrol,2022,2500000,1000cc,Manual,6500
BMW,Diesel,2006,2500000,2000cc,Manual,107000
KIA,Petrol,2022,6550000,1999cc,Automatic,6500
Suzuki,Petrol,2008,690000,1000cc,Manual,179000
Changan,Petrol,2021,3750000,1500cc,Automatic,25000
Toyota,Petrol,2021,4870000,1600cc,Automatic,21000
Suzuki,Petrol,1995,370000,800cc,Manual,250000
Honda,Petrol,2008,1650000,1800cc,Automatic,87144
Toyota,Diesel,1997,3200000,3000cc,Automatic,200000
Toyota,Petrol,2015,4650000,1500cc,Automatic,48000
Toyota,Petrol,2007,3050000,1800cc,Automatic,160000
Toyota,Petrol,2021,6100000,1800cc,Automatic,53000
Toyota,Hybrid,2011,2900000,1500cc,Automatic,200000
Honda,Petrol,2012,2535000,1800cc,Automatic,72000
Changan,Petrol,2022,2650000,1000cc,Manual,4000
Toyota,Petrol,2011,1975000,1000cc,Automatic,90000
Honda,Petrol,2021,6300000,1800cc,Automatic,37000
Toyota,Petrol,2005,4200000,3000cc,Automatic,133143
Toyota,Hybrid,2022,13500000,1798cc,Automatic,39000
Toyota,Petrol,2011,14500000,2700cc,Automatic,157000
Toyota,Petrol,2014,28500000,4608cc,Automatic,54000
Suzuki,Petrol,2022,2490000,660cc,Manual,7000
Suzuki,Petrol,2019,3200000,660cc,Automatic,18360
Toyota,Petrol,2012,17400000,2700cc,Automatic,106548
Toyota,Petrol,2009,2275000,1000cc,Automatic,85000
Suzuki,Petrol,2018,3000000,660cc,Automatic,51000
Daihatsu,Petrol,1986,370000,1000cc,Manual,1254
Mercedes Benz,Petrol,1992,1900000,2000cc,Manual,170000
Lexus,Petrol,2018,83000000,5700cc,Automatic,17000
Honda,Petrol,2006,1450000,1300cc,Manual,147500
Toyota,Petrol,2021,6000000,1800cc,Automatic,15000
Suzuki,Petrol,2021,1850000,800cc,Manual,18500
Toyota,Petrol,2019,3485000,1000cc,Automatic,2800
Toyota,Petrol,1996,3600000,3400cc,Automatic,80000
Suzuki,Petrol,2020,2550000,660cc,Automatic,40000
Honda,Petrol,2021,4690000,1500cc,Automatic,17000
Honda,Petrol,2017,2765000,1300cc,Automatic,51000
Nissan,Petrol,2015,2290000,660cc,Automatic,66000
Toyota,Petrol,2005,3300000,2500cc,Automatic,100000
Toyota,Petrol,2017,3650000,1300cc,Manual,95400
Suzuki,Petrol,2012,800000,800cc,Manual,158007
Toyota,Petrol,2021,4375000,1500cc,Automatic,21302
Suzuki,Petrol,2019,2525000,1000cc,Manual,68000
Suzuki,Petrol,2010,685000,800cc,Manual,35000
Toyota,Petrol,2022,5900000,1600cc,Automatic,40
Suzuki,Petrol,2014,1550000,1000cc,Manual,55230
Suzuki,Petrol,2010,840000,1000cc,Manual,92000
Suzuki,Petrol,2019,2240000,660cc,Manual,25000
Toyota,Diesel,2021,11350000,2800cc,Automatic,12000
Honda,Petrol,2016,3990000,1500cc,Automatic,55000
KIA,Petrol,2023,5395000,1400cc,Automatic,33
KIA,Petrol,2022,3493000,1000cc,Automatic,36
Honda,Petrol,2021,3980000,1500cc,Automatic,52000
KIA,Petrol,2023,8157000,2000cc,Automatic,33
Honda,Petrol,2023,9900000,1500cc,Automatic,11
Toyota,Petrol,2021,4300000,1500cc,Automatic,27000
Changan,Petrol,2023,2850000,1000cc,Automatic,5
Toyota,Petrol,2019,4800000,1300cc,Automatic,11000
Toyota,Petrol,2009,19600000,4600cc,Automatic,70000
Toyota,Petrol,2011,14900000,2700cc,Automatic,79000
Honda,Petrol,2019,5350000,1800cc,Automatic,60000
Suzuki,Petrol,2020,2175000,1000cc,Manual,60000
Honda,Petrol,2008,2000000,1800cc,Automatic,215452
Honda,Petrol,2014,4200000,1500cc,Automatic,101000
Toyota,Petrol,2012,18500000,4000cc,Automatic,98000
Suzuki,Petrol,2017,1550000,660cc,Automatic,78000
Suzuki,Petrol,2014,1325000,1000cc,Manual,70000
Toyota,Petrol,1986,450000,1600cc,Manual,150000
Suzuki,Petrol,2007,550000,1000cc,Manual,140000
Suzuki,CNG,1988,200000,800cc,Manual,2500
Mitsubishi,Petrol,1991,800000,2400cc,Automatic,177960
Suzuki,Petrol,2004,825000,1300cc,Manual,226000
Toyota,Petrol,2006,1525000,1300cc,Manual,123567
Toyota,Petrol,2022,6900000,1800cc,Automatic,31000
Suzuki,Petrol,1985,280000,2000cc,Manual,100000
Honda,Petrol,2021,6175000,1800cc,Automatic,14000
Suzuki,Petrol,2021,2600000,1000cc,Manual,51000
Suzuki,Petrol,2021,2275000,660cc,Manual,41000
Toyota,Petrol,2004,1760000,1600cc,Automatic,180000
Honda,Petrol,2021,4150000,1200cc,Manual,28000
Toyota,Petrol,2020,12000000,2700cc,Automatic,70000
Toyota,Petrol,2017,3250000,1300cc,Manual,95000
Suzuki,Petrol,2008,750000,800cc,Manual,100000
Toyota,Petrol,2016,3090000,1000cc,Automatic,77500
Mercedes Benz,Diesel,1991,1600000,3000cc,Automatic,190000
Toyota,Petrol,2007,10900000,4000cc,Automatic,90000
Toyota,Petrol,2007,8800000,4000cc,Automatic,110868
Toyota,Hybrid,2018,7200000,1500cc,Automatic,74416
MG,Petrol,2021,8000000,1500cc,Automatic,9244
Jeep,Petrol,2016,9000000,1400cc,Automatic,90000
Honda,Petrol,2013,2325000,1800cc,Manual,161000
Toyota,Petrol,2021,6599999,1799cc,Automatic,2100
Toyota,Petrol,2023,7750000,1800cc,Automatic,15
Toyota,Petrol,1981,2000000,4200cc,Manual,100000
Daihatsu,Petrol,2010,650000,800cc,Manual,130000
Toyota,Hybrid,2018,5000000,1500cc,Automatic,18000
Suzuki,Petrol,2012,1130000,1000cc,Manual,84000
Toyota,Diesel,2021,11750000,2800cc,Automatic,11019
Suzuki,Petrol,2018,2150000,1000cc,Manual,48800
Honda,Petrol,2018,7550000,1500cc,Automatic,10000
Toyota,Hybrid,2017,2975000,1500cc,Automatic,162000
Honda,Petrol,2015,2790000,1300cc,Manual,138000
Toyota,Petrol,2000,1650000,1000cc,Automatic,250000
Honda,Petrol,2004,1350000,1600cc,Automatic,90873
Suzuki,Petrol,2017,2200000,1300cc,Manual,41000
MG,Petrol,2021,6850000,1500cc,Automatic,35000
Toyota,Petrol,2021,4450000,1500cc,Automatic,41000
Suzuki,Petrol,2021,3245000,1000cc,Manual,32500
Suzuki,Petrol,2007,850000,1000cc,Manual,100000
Honda,Petrol,2022,9300000,1500cc,Automatic,3500
Honda,Petrol,2022,9500000,1500cc,Automatic,400
Suzuki,Petrol,2004,785000,1000cc,Manual,86000
Toyota,Petrol,2021,6200000,1800cc,Automatic,35000
Hyundai,Petrol,2023,10300000,2500cc,Automatic,300
Mercedes Benz,Petrol,2005,3050000,2597cc,Automatic,103100
Changan,Petrol,2023,8775000,1500cc,Automatic,1
Hyundai,Petrol,2023,8550000,2000cc,Automatic,20
Honda,Petrol,2023,4950000,1500cc,Automatic,260
Honda,Petrol,2004,1550000,1600cc,Automatic,180000
Toyota,Petrol,2018,3890000,996cc,Automatic,35000
Mitsubishi,Petrol,2000,6500000,3000cc,Automatic,45000
Toyota,Petrol,2006,1700000,1300cc,Automatic,148000
Toyota,Petrol,2011,12500000,2700cc,Automatic,127260
Audi,Petrol,2020,32000000,2000cc,Automatic,13771
Daihatsu,Petrol,2018,3000000,660cc,Automatic,57561
Toyota,Petrol,2020,4525000,1000cc,Automatic,4674
Suzuki,Petrol,2016,2150000,1300cc,Automatic,64654
Toyota,Petrol,2022,6830000,1800cc,Automatic,12000
KIA,Petrol,2022,2975000,1000cc,Automatic,28000
Suzuki,Petrol,2022,3280000,1000cc,Manual,3500
MG,Petrol,2021,6700000,1490cc,Automatic,24553
Suzuki,Petrol,2021,3300000,1000cc,Manual,48000
Toyota,Petrol,2018,4750000,1600cc,Automatic,31000
Toyota,Petrol,2020,4475000,1600cc,Automatic,51000
Suzuki,Petrol,2010,740000,800cc,Manual,32000
Suzuki,Petrol,2022,3890000,1000cc,Manual,4100
Toyota,Petrol,2009,1730000,1000cc,Automatic,83000
Honda,Petrol,2010,2250000,1300cc,Manual,105700
Suzuki,Hybrid,2006,610000,1000cc,Manual,25429
Daihatsu,Petrol,2012,1270000,660cc,Automatic,90000
Suzuki,Petrol,2010,1000000,1000cc,Manual,95000
Suzuki,Petrol,2014,700000,800cc,Manual,57000
Daihatsu,Petrol,2003,550000,800cc,Manual,200000
Suzuki,Petrol,2012,1050000,1000cc,Manual,232005
Suzuki,Petrol,2006,840000,1300cc,Manual,81000
Suzuki,Petrol,2019,1475000,660cc,Automatic,109000
Toyota,Petrol,2019,4100000,1300cc,Manual,50135
Suzuki,Petrol,2002,620000,1000cc,Manual,50000
Toyota,Petrol,2009,1797000,1800cc,Manual,150000
Suzuki,Petrol,2014,1850000,660cc,Automatic,115000
KIA,Petrol,2021,6500000,2000cc,Automatic,34531
Daihatsu,Petrol,2007,850000,800cc,Automatic,99687
Suzuki,Petrol,2017,2100000,1000cc,Manual,53416
Suzuki,Petrol,2021,2775000,1000cc,Manual,26419
Honda,Petrol,2011,1900000,1300cc,Automatic,139245
Suzuki,Petrol,2017,1500000,1000cc,Manual,62718
Audi,Petrol,2016,26000000,3000cc,Automatic,60903
Toyota,Petrol,2017,3800000,1600cc,Automatic,68804
Honda,Petrol,2011,2100000,1800cc,Automatic,84204
KIA,Petrol,2021,2700000,998cc,Automatic,12924
Honda,Petrol,2010,1800000,1800cc,Automatic,136353
Honda,Petrol,2016,2600000,1500cc,Manual,49973
Honda,Petrol,2016,6935000,1500cc,Automatic,5900
Toyota,Petrol,2014,7765000,2700cc,Automatic,27000
Suzuki,Petrol,2017,1150000,800cc,Manual,50000
Honda,Petrol,2022,5275000,1500cc,Automatic,12500
Honda,Petrol,2020,3500000,1300cc,Manual,29000
Toyota,Hybrid,2013,3850000,1800cc,Automatic,119000
Toyota,Petrol,2018,4000000,1000cc,Automatic,104000
Suzuki,Petrol,2010,740000,800cc,Manual,118300
Suzuki,Petrol,2011,700000,800cc,Manual,59786
Toyota,Petrol,2022,6900000,1800cc,Automatic,7400
Honda,Petrol,2011,2495000,1800cc,Automatic,112000
Toyota,Diesel,2023,15799000,2800cc,Automatic,3200
Suzuki,Petrol,2004,900000,1300cc,Manual,123
Suzuki,Petrol,2019,2225000,660cc,Manual,55000
Honda,Petrol,2006,1360000,1500cc,Automatic,128000
Suzuki,Petrol,2005,620000,800cc,Manual,54000
Toyota,Petrol,2009,1575000,1000cc,Automatic,127000
Daihatsu,Petrol,1987,320000,1000cc,Automatic,123654
Honda,Petrol,2013,2450000,1300cc,Manual,152000
Toyota,Petrol,1997,4200000,3378cc,Automatic,195000
Toyota,Petrol,2017,4100000,1300cc,Automatic,55000
Honda,Petrol,2006,1250000,1300cc,Automatic,117000
Toyota,Diesel,2022,17500000,2800cc,Automatic,10000
Suzuki,Petrol,2006,710000,1000cc,Manual,89000
Toyota,Petrol,2016,30000000,4600cc,Automatic,46917
Suzuki,Petrol,2012,895000,1000cc,Manual,80680
Suzuki,Petrol,2017,1850000,1000cc,Manual,79128
Suzuki,Petrol,2017,1490000,1000cc,Manual,59989
Honda,Petrol,2021,5800000,1500cc,Automatic,3245
Changan,Petrol,2022,3950000,1500cc,Automatic,18269
Honda,Petrol,2020,3250000,1300cc,Manual,30862
Toyota,Petrol,2017,3450000,1300cc,Manual,54337
Honda,Petrol,2021,4550000,1200cc,Automatic,1684
Honda,Petrol,2020,3600000,1300cc,Automatic,41000
Suzuki,Petrol,2019,2500000,1000cc,Manual,31999
Honda,Petrol,2000,750000,1500cc,Manual,195897
Toyota,Petrol,2021,14500000,2700cc,Automatic,14000
Honda,Petrol,2020,4500000,1500cc,Automatic,72000
Honda,Petrol,2022,7500000,1500cc,Automatic,2500
Honda,Petrol,2010,1900000,1800cc,Automatic,112263
Suzuki,Petrol,2003,470000,800cc,Manual,67000
Suzuki,Petrol,2019,2350000,1000cc,Manual,35856
Toyota,Petrol,2019,4400000,1000cc,Automatic,19000
Suzuki,Petrol,2020,2270000,660cc,Manual,34200
Suzuki,Petrol,2018,3000000,660cc,Automatic,25000
Suzuki,Petrol,2012,1200000,1000cc,Manual,135000
Hyundai,Petrol,2021,5250000,2000cc,Automatic,17000
Toyota,Petrol,2016,2775000,1300cc,Manual,108000
Toyota,Petrol,2009,2095000,1000cc,Automatic,98000
Suzuki,Petrol,2012,1130000,1000cc,Manual,84000
Toyota,Petrol,2010,1800000,1300cc,Manual,176000
Honda,Petrol,2016,2950000,1300cc,Automatic,97850
Honda,Petrol,2006,1900000,1600cc,Automatic,170000
Suzuki,Petrol,2005,900000,1300cc,Manual,100000
Toyota,Petrol,2009,8500000,2700cc,Automatic,75000
Suzuki,Petrol,2000,480000,1000cc,Manual,101010
Suzuki,Petrol,2008,855000,1000cc,Manual,175
Toyota,Petrol,2014,2150000,1600cc,Automatic,159143
Toyota,Petrol,2021,3600000,1300cc,Automatic,40477
Suzuki,Petrol,2007,480000,800cc,Manual,4327
Toyota,Petrol,2019,5300000,1800cc,Automatic,55881
Honda,Petrol,2005,1150000,1500cc,Manual,161493
Suzuki,Petrol,2007,700000,800cc,Manual,41741
Toyota,Petrol,2002,2500000,3000cc,Automatic,129093
Toyota,Petrol,2017,25500000,2700cc,Automatic,37000
Suzuki,Petrol,2017,1400000,1000cc,Manual,85833
Suzuki,Petrol,2021,2300000,660cc,Manual,29949
Suzuki,Petrol,2008,925000,1000cc,Manual,82695
Suzuki,Petrol,2016,900000,796cc,Manual,37693
Toyota,Diesel,1998,7800000,4200cc,Automatic,112000
Toyota,Diesel,2012,5200000,2500cc,Manual,85000
Toyota,Petrol,2021,3850000,1300cc,Manual,5267
Suzuki,Petrol,2007,600000,800cc,Manual,72000
Toyota,Petrol,2016,3050000,1800cc,Manual,74000
Toyota,Petrol,2019,5200000,1798cc,Automatic,63000
Suzuki,Petrol,2009,650000,800cc,Manual,111
Toyota,Petrol,2018,3900000,1300cc,Automatic,75000
Toyota,Petrol,2014,4500000,1800cc,Automatic,110000
Suzuki,Hybrid,2004,580000,800cc,Manual,100000
Honda,Petrol,2011,2250000,1300cc,Manual,138000
Toyota,CNG,1987,1150000,1300cc,Manual,70000
Honda,Petrol,2023,5400000,1500cc,Automatic,20
Mitsubishi,Petrol,1996,1000000,660cc,Automatic,136000
Toyota,Petrol,1990,1450000,1200cc,Automatic,70000
MG,Petrol,2021,6350000,1500cc,Automatic,77000
Toyota,Petrol,2013,28500000,4600cc,Automatic,64809
Honda,Petrol,2019,4800000,1800cc,Automatic,55000
Suzuki,Petrol,2021,2400000,660cc,Automatic,29000
Suzuki,Petrol,2006,800000,1000cc,Manual,20000
Toyota,Diesel,2006,8300000,4200cc,Automatic,149000
Suzuki,Petrol,2021,2350000,660cc,Manual,54000
Toyota,Petrol,1999,3800000,2700cc,Automatic,120000
Toyota,Petrol,2011,2290000,1000cc,Automatic,85000
Toyota,Petrol,2021,6490000,1800cc,Automatic,25000
Toyota,Petrol,2013,4500000,1800cc,Automatic,176527
Honda,Petrol,2003,1050000,1600cc,Manual,252538
Toyota,Petrol,2020,3500000,1300cc,Manual,25745
Toyota,Petrol,2018,3600000,996cc,Automatic,109582
Toyota,Petrol,2021,5800000,1598cc,Automatic,4961
Mazda,Petrol,2003,2550000,1300cc,Automatic,65000
Toyota,Petrol,2001,5480000,3400cc,Automatic,121000
Toyota,Petrol,2019,4150000,1000cc,Automatic,30834
Toyota,Petrol,2020,4250000,1000cc,Automatic,20924
Suzuki,Hybrid,2019,3800000,660cc,Automatic,21597
Toyota,Petrol,2019,4100000,1000cc,Automatic,26319
Toyota,Petrol,2019,4700000,1000cc,Automatic,40964
Honda,Petrol,2016,5600000,1500cc,Automatic,108000
Prince,Petrol,2022,1350000,800cc,Manual,5000
Toyota,Petrol,2011,2200000,1300cc,Manual,75000
Toyota,Petrol,2014,4900000,1800cc,Automatic,112202
Changan,Petrol,2023,9350000,1500cc,Automatic,50
Suzuki,Petrol,2013,625000,800cc,Manual,101010
Toyota,Petrol,2013,3000000,1600cc,Automatic,115000
Honda,Petrol,2022,4525000,1200cc,Automatic,1
