brand,currency,description,fuel_type,item_condition,manufacturer,mileage_from_odometer,model_date,price,vehicle_engine,vehicle_transmission
SsangYong,PKR,SsangYong Stavic 2005 for sale in Lahore,Petrol,used,SsangYong,"105,000 km",2005,2150000,2400cc,Automatic
Hyundai,PKR,Hyundai Sonata 2022 for sale in Lahore,Petrol,used,Hyundai,"12,500 km",2022,9600000,2500cc,Automatic
Nissan,PKR,Nissan Note 2019 for sale in Karachi,Petrol,used,Nissan,"38,000 km",2019,4900000,1198cc,Automatic
Toyota,PKR,Toyota Vitz 2013 for sale in Karachi,Petrol,used,Toyota,"87,000 km",2013,2470000,1000cc,Automatic
Honda,PKR,Honda City 2010 for sale in Islamabad,Petrol,used,Honda,"140,000 km",2010,2150000,1300cc,Automatic
MG,PKR,MG HS 2021 for sale in Karachi,Petrol,used,MG,"8,800 km",2021,7000000,1500cc,Automatic
KIA,PKR,KIA Sportage 2022 for sale in Sialkot,Petrol,used,KIA,"9,500 km",2022,7475000,2000cc,Automatic
Daihatsu,PKR,Daihatsu Mira 2014 for sale in Gujranwala,Petrol,used,Daihatsu,"77,000 km",2014,1950000,660cc,Automatic
Suzuki,PKR,Suzuki Swift 2022 for sale in Hyderabad,Petrol,used,Suzuki,300 km,2022,4850000,1200cc,Automatic
Suzuki,PKR,Suzuki Bolan 2018 for sale in Gilgit,Petrol,used,Suzuki,"52,000 km",2018,1450000,800cc,Manual
Suzuki,PKR,Suzuki Wagon R 2018 for sale in D.G.Khan,Petrol,used,Suzuki,"58,000 km",2018,1965000,1000cc,Manual
Suzuki,PKR,Suzuki Swift 2020 for sale in Lahore,Petrol,used,Suzuki,"23,000 km",2020,3250000,1300cc,Automatic
KIA,PKR,KIA Sportage 2020 for sale in Multan,Petrol,used,KIA,"38,000 km",2020,6000000,2000cc,Automatic
Toyota,PKR,Toyota Corolla Axio 2014 for sale in Peshawar,Petrol,used,Toyota,"71,000 km",2014,4200000,1500cc,Automatic
Honda,PKR,Honda Civic 2018 for sale in Islamabad,Petrol,used,Honda,"56,000 km",2018,4925000,1800cc,Automatic
Suzuki,PKR,Suzuki Mehran 2010 for sale in Gujranwala,Petrol,used,Suzuki,"22,400 km",2010,695000,800cc,Manual
Toyota,PKR,Toyota Corolla 2013 for sale in Karachi,Petrol,used,Toyota,"108,000 km",2013,2180000,1300cc,Manual
Suzuki,PKR,Suzuki Mehran 2008 for sale in Islamabad,Petrol,used,Suzuki,"84,000 km",2008,700000,800cc,Manual
Suzuki,PKR,Suzuki Khyber 1998 for sale in Rawalpindi,Petrol,used,Suzuki,"100,000 km",1998,630000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2012 for sale in Karachi,Petrol,used,Suzuki,"125,000 km",2012,850000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2006 for sale in Mardan,Petrol,used,Toyota,"12,400 km",2006,1780000,1000cc,Automatic
Toyota,PKR,Toyota Prius 2011 for sale in Karachi,Hybrid,used,Toyota,"94,000 km",2011,3190000,1800cc,Automatic
Daihatsu,PKR,Daihatsu Cuore 2011 for sale in Islamabad,Petrol,used,Daihatsu,"87,000 km",2011,1250000,800cc,Automatic
Suzuki,PKR,Suzuki Wagon R 2019 for sale in Lahore,Hybrid,used,Suzuki,"17,583 km",2019,3875000,660cc,Automatic
Toyota,PKR,Toyota Corolla 1995 for sale in Lahore,Petrol,used,Toyota,"150,000 km",1995,750000,1300cc,Manual
Daihatsu,PKR,Daihatsu Move 2013 for sale in Lahore,Petrol,used,Daihatsu,"128,000 km",2013,2250000,660cc,Automatic
Toyota,PKR,Toyota Fortuner 2023 for sale in Lahore,Diesel,used,Toyota,20 km,2023,20100000,2800cc,Automatic
Toyota,PKR,Toyota Vitz 2018 for sale in Faisalabad,Petrol,used,Toyota,"91,502 km",2018,3750000,1000cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,20 km,2022,2625000,660cc,Manual
Honda,PKR,Honda Civic 2005 for sale in Lahore,Petrol,used,Honda,"150,000 km",2005,995000,1500cc,Manual
Honda,PKR,Honda Vezel 2018 for sale in Faisalabad,Petrol,used,Honda,"36,864 km",2018,7500000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2016 for sale in Lahore,Petrol,used,Toyota,"65,000 km",2016,4300000,1800cc,Automatic
Toyota,PKR,Toyota Vitz 2010 for sale in Islamabad,Petrol,used,Toyota,"151,000 km",2010,2200000,1000cc,Automatic
Daihatsu,PKR,Daihatsu Move 2018 for sale in Lahore,Petrol,used,Daihatsu,"13,100 km",2018,3190000,660cc,Automatic
Toyota,PKR,Toyota Prado 1997 for sale in Rawalpindi,Petrol,used,Toyota,"167,000 km",1997,4000000,3400cc,Automatic
Honda,PKR,Honda Civic 2020 for sale in Lahore,Petrol,used,Honda,"56,000 km",2020,5750000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2021 for sale in Sialkot,Petrol,used,Toyota,"22,000 km",2021,4860000,1600cc,Automatic
Nissan,PKR,Nissan Dayz 2016 for sale in Sargodha,Petrol,used,Nissan,"79,000 km",2016,2350000,660cc,Automatic
Suzuki,PKR,Suzuki Alto 2007 for sale in Karachi,Petrol,used,Suzuki,"120,000 km",2007,730000,1000cc,Manual
Honda,PKR,Honda City 2021 for sale in Badin,Petrol,used,Honda,"20,000 km",2021,4100000,1200cc,Manual
Suzuki,PKR,Suzuki Alto 2016 for sale in Karachi,Petrol,used,Suzuki,"80,000 km",2016,2475000,660cc,Automatic
Toyota,PKR,Toyota Fortuner 2018 for sale in Faisalabad,Petrol,used,Toyota,"70,000 km",2018,11575000,2700cc,Automatic
Toyota,PKR,Toyota Land Cruiser 1992 for sale in Lahore,Petrol,used,Toyota,"1,000 km",1992,3850000,3400cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Islamabad,Petrol,used,Toyota,"46,000 km",2019,4500000,1600cc,Automatic
Suzuki,PKR,Suzuki Mehran 2018 for sale in Rawalpindi,Petrol,used,Suzuki,"55,000 km",2018,1335000,796cc,Manual
KIA,PKR,KIA Rio 2017 for sale in Lahore,Petrol,used,KIA,"82,000 km",2017,3950000,1400cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,"9,600 km",2022,2280000,660cc,Manual
Suzuki,PKR,Suzuki Mehran 2016 for sale in Lahore,Petrol,used,Suzuki,"44,770 km",2016,1150000,800cc,Manual
Suzuki,PKR,Suzuki Khyber 1994 for sale in Karachi,Petrol,used,Suzuki,"100,000 km",1994,175000,1000cc,Manual
KIA,PKR,KIA Sportage 2021 for sale in Lahore,Petrol,used,KIA,"35,000 km",2021,6900000,2000cc,Automatic
Suzuki,PKR,Suzuki Mehran 2003 for sale in Jhelum,Petrol,used,Suzuki,"25,000 km",2003,640000,800cc,Manual
Suzuki,PKR,Suzuki Cultus 2012 for sale in Rawalpindi,Petrol,used,Suzuki,"100,000 km",2012,1480000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2007 for sale in Islamabad,Petrol,used,Suzuki,"75,000 km",2007,850000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2015 for sale in Karachi,Petrol,used,Toyota,"69,000 km",2015,3200000,1600cc,Automatic
Daihatsu,PKR,Daihatsu Terios Kid 2010 for sale in Rawalpindi,Petrol,used,Daihatsu,"68,000 km",2010,2200000,660cc,Automatic
Honda,PKR,Honda Civic 1997 for sale in Karachi,Petrol,used,Honda,"190,000 km",1997,670000,1500cc,Manual
Toyota,PKR,Toyota Hilux 1994 for sale in Hyderabad,Petrol,used,Toyota,"250,000 km",1994,2000000,2400cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2007 for sale in Islamabad,Petrol,used,Toyota,"95,000 km",2007,11500000,4700cc,Automatic
Toyota,PKR,Toyota Corolla 2014 for sale in Peshawar,Petrol,used,Toyota,"112,000 km",2014,3250000,1300cc,Automatic
Toyota,PKR,Toyota Corolla 2007 for sale in Karachi,Petrol,used,Toyota,"160,000 km",2007,1620000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2014 for sale in Rawalpindi,Petrol,used,Toyota,"133,969 km",2014,2650000,1300cc,Manual
Toyota,PKR,Toyota Aqua 2015 for sale in Karachi,Hybrid,used,Toyota,"71,000 km",2015,4100000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2019 for sale in Islamabad,Petrol,used,Toyota,"46,500 km",2019,4850000,1300cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2016 for sale in Karachi,Petrol,used,Toyota,"19,000 km",2016,45000000,4608cc,Automatic
Toyota,PKR,Toyota Hilux 2021 for sale in Rahim Yar Khan,Diesel,used,Toyota,"73,000 km",2021,11500000,2800cc,Automatic
Honda,PKR,Honda Insight 2019 for sale in Lahore,Hybrid,used,Honda,"14,000 km",2019,10800000,1500cc,Automatic
Toyota,PKR,Toyota Fortuner 2020 for sale in Lahore,Diesel,used,Toyota,"36,000 km",2020,13500000,2800cc,Automatic
Toyota,PKR,Toyota Prado 2017 for sale in Lahore,Petrol,used,Toyota,"18,000 km",2017,32100000,2700cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2017 for sale in Lahore,Petrol,used,Toyota,"16,000 km",2017,52100000,4600cc,Automatic
Suzuki,PKR,Suzuki Alto 2019 for sale in Karachi,Petrol,used,Suzuki,"26,000 km",2019,2990000,660cc,Automatic
Honda,PKR,Honda Civic 2021 for sale in Lahore,Petrol,used,Honda,"18,000 km",2021,7050000,1500cc,Automatic
Honda,PKR,Honda Accord 2008 for sale in Islamabad,Petrol,used,Honda,"124,000 km",2008,3800000,2400cc,Automatic
Suzuki,PKR,Suzuki Khyber 1998 for sale in Ghazi,Petrol,used,Suzuki,"220,000 km",1998,580000,1000cc,Manual
Honda,PKR,Honda Civic 2001 for sale in Lahore,Petrol,used,Honda,"200,000 km",2001,940000,1700cc,Manual
Toyota,PKR,Toyota Prado 2003 for sale in Faisalabad,Diesel,used,Toyota,"116,000 km",2003,8600000,3000cc,Automatic
Honda,PKR,Honda Civic 2017 for sale in Lahore,Petrol,used,Honda,"72,000 km",2017,4600000,1800cc,Automatic
Toyota,PKR,Toyota Camry 2006 for sale in Faisalabad,Petrol,used,Toyota,"140,000 km",2006,2850000,2400cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Quetta,Petrol,used,Suzuki,"1,200 km",2022,2900000,660cc,Automatic
Honda,PKR,Honda Civic 2018 for sale in Multan,Petrol,used,Honda,"111,000 km",2018,4500000,1800cc,Automatic
Suzuki,PKR,Suzuki Mehran 2011 for sale in Hafizabad,Petrol,used,Suzuki,"40,000 km",2011,800000,800cc,Manual
Suzuki,PKR,Suzuki Ravi 2022 for sale in Chakwal,Petrol,used,Suzuki,"4,000 km",2022,2050000,800cc,Manual
Toyota,PKR,Toyota Vitz 2019 for sale in Islamabad,Petrol,used,Toyota,"52,000 km",2019,3950000,1000cc,Automatic
Toyota,PKR,Toyota Prado 2016 for sale in Multan,Petrol,used,Toyota,"62,000 km",2016,22500000,2700cc,Automatic
Changan,PKR,Changan Karvaan 2022 for sale in Rawalpindi,Petrol,used,Changan,"11,000 km",2022,2700000,1000cc,Manual
Honda,PKR,Honda City 2021 for sale in Karachi,Petrol,used,Honda,"16,000 km",2021,4250000,1200cc,Automatic
Suzuki,PKR,Suzuki Mehran 2007 for sale in Gujrat,Petrol,used,Suzuki,"60,000 km",2007,815000,800cc,Manual
Toyota,PKR,Toyota Hilux 2013 for sale in Rawalpindi,Diesel,used,Toyota,"140,000 km",2013,4650000,2500cc,Manual
Honda,PKR,Honda City 2001 for sale in Gujrat,Petrol,used,Honda,12 km,2001,850000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Multan,Petrol,used,Suzuki,1 km,2022,2600000,660cc,Manual
Honda,PKR,Honda Civic 2008 for sale in Karachi,Petrol,used,Honda,"124,900 km",2008,1850000,1800cc,Automatic
Toyota,PKR,Toyota Hiace 2014 for sale in Gujar Khan,Petrol,used,Toyota,1 km,2014,1960000,2000cc,Automatic
Toyota,PKR,Toyota Corolla 2009 for sale in Kohat,Petrol,used,Toyota,1 km,2009,1535000,1300cc,Manual
Daihatsu,PKR,Daihatsu Mira 2015 for sale in Karachi,Petrol,used,Daihatsu,"77,000 km",2015,2450000,660cc,Automatic
Changan,PKR,Changan Karvaan 2021 for sale in D.G.Khan,Petrol,used,Changan,"25,000 km",2021,2450000,1000cc,Manual
Suzuki,PKR,Suzuki Cultus 2008 for sale in Islamabad,Petrol,used,Suzuki,"50,000 km",2008,900000,1000cc,Manual
Toyota,PKR,Toyota Corolla 2019 for sale in Swabi,Petrol,used,Toyota,"60,000 km",2019,4500000,1300cc,Automatic
Suzuki,PKR,Suzuki Alto 2019 for sale in Karachi,Petrol,used,Suzuki,"36,000 km",2019,3300000,660cc,Automatic
Daihatsu,PKR,Daihatsu Terios Kid 2009 for sale in Karachi,Petrol,used,Daihatsu,"75,448 km",2009,1725000,660cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,"2,500 km",2022,2350000,660cc,Manual
Nissan,PKR,Nissan Note 2018 for sale in Gujranwala,Petrol,used,Nissan,"70,000 km",2018,4375000,1200cc,Automatic
Suzuki,PKR,Suzuki Cultus 2013 for sale in Peshawar,Petrol,used,Suzuki,"56,000 km",2013,1250000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2021 for sale in Karachi,Petrol,used,Suzuki,"17,300 km",2021,2255000,660cc,Manual
Suzuki,PKR,Suzuki Cultus 2021 for sale in Faisalabad,Petrol,used,Suzuki,"14,500 km",2021,3750000,1000cc,Automatic
Toyota,PKR,Toyota Corolla 2023 for sale in Karachi,Petrol,used,Toyota,41 km,2023,8000000,1799cc,Automatic
Toyota,PKR,Toyota Vitz 2019 for sale in Karachi,Petrol,used,Toyota,"20,317 km",2019,4450000,996cc,Automatic
Mitsubishi,PKR,Mitsubishi Ek Wagon 2019 for sale in Faisalabad,Petrol,used,Mitsubishi,"14,341 km",2019,3250000,660cc,Automatic
Honda,PKR,Honda City 2019 for sale in Lahore,Petrol,used,Honda,"42,000 km",2019,3835000,1500cc,Automatic
Toyota,PKR,Toyota Raize 2021 for sale in Lahore,Petrol,used,Toyota,"6,500 km",2021,6500000,996cc,Automatic
Honda,PKR,Honda Civic 2009 for sale in Mian Wali,Petrol,used,Honda,"131,000 km",2009,1865000,1800cc,Automatic
Honda,PKR,Honda City 2006 for sale in Lahore,Petrol,used,Honda,"170,000 km",2006,1595000,1300cc,Manual
Chery,PKR,Chery Tiggo 8 Pro 2023 for sale in Lahore,Petrol,used,Chery,17 km,2023,9200000,1600cc,Automatic
Suzuki,PKR,Suzuki Liana 2007 for sale in Peshawar,Hybrid,used,Suzuki,"200,000 km",2007,895000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2006 for sale in Rawalpindi,Petrol,used,Toyota,2 km,2006,850000,1300cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Multan,Petrol,used,Suzuki,1 km,2022,2320000,660cc,Manual
Suzuki,PKR,Suzuki Cultus 2019 for sale in Sargodha,Petrol,used,Suzuki,"47,000 km",2019,2950000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2022 for sale in Hasilpur,Petrol,used,Suzuki,500 km,2022,3000000,660cc,Automatic
Toyota,PKR,Toyota Yaris 2022 for sale in Lahore,Petrol,used,Toyota,"1,000 km",2022,4725000,1300cc,Automatic
Toyota,PKR,Toyota Land Cruiser 1990 for sale in Chichawatni,Diesel,used,Toyota,"315,000 km",1990,2500000,3000cc,Automatic
Nissan,PKR,Nissan Safari 1985 for sale in Peshawar,Diesel,used,Nissan,"357,981 km",1985,950000,2400cc,Manual
Suzuki,PKR,Suzuki Alto 2006 for sale in Lahore,Petrol,used,Suzuki,"123,275 km",2006,775000,1000cc,Manual
Suzuki,PKR,Suzuki Alto 2019 for sale in Faisalabad,Petrol,used,Suzuki,"81,000 km",2019,2025000,660cc,Manual
Toyota,PKR,Toyota Aqua 2014 for sale in Karachi,Hybrid,used,Toyota,"84,000 km",2014,3300000,1500cc,Automatic
Honda,PKR,Honda City 2020 for sale in Sargodha,Petrol,used,Honda,"48,000 km",2020,3550000,1300cc,Manual
Changan,PKR,Changan Karvaan 2020 for sale in Sialkot,Petrol,used,Changan,"33,000 km",2020,2400000,1000cc,Manual
Changan,PKR,Changan Karvaan 2020 for sale in Lahore,Petrol,used,Changan,"81,000 km",2020,1900000,999cc,Manual
Toyota,PKR,Toyota Passo 2014 for sale in Islamabad,Petrol,used,Toyota,"84,000 km",2014,2500000,1000cc,Automatic
Honda,PKR,Honda City 2018 for sale in Gujranwala,Petrol,used,Honda,"65,000 km",2018,3450000,1300cc,Automatic
Daihatsu,PKR,Daihatsu Terios Kid 2012 for sale in Karachi,Petrol,used,Daihatsu,"93,000 km",2012,2100000,660cc,Automatic
Toyota,PKR,Toyota Land Cruiser 1994 for sale in Karachi,Petrol,used,Toyota,"94,000 km",1994,1700000,3000cc,Manual
Toyota,PKR,Toyota Fortuner 2019 for sale in Lahore,Diesel,used,Toyota,"72,000 km",2019,12800000,2800cc,Automatic
Toyota,PKR,Toyota Corolla Fielder 2019 for sale in Gujranwala,Petrol,used,Toyota,"29,000 km",2019,10000000,1500cc,Automatic
Toyota,PKR,Toyota Fortuner 2022 for sale in Lahore,Diesel,used,Toyota,50 km,2022,18700000,2800cc,Automatic
Daihatsu,PKR,Daihatsu Boon 2019 for sale in Gujranwala,Petrol,used,Daihatsu,"19,000 km",2019,3900000,1000cc,Automatic
Changan,PKR,Changan Alsvin 2021 for sale in Islamabad,Petrol,used,Changan,"27,000 km",2021,3600000,1500cc,Automatic
Toyota,PKR,Toyota Hilux 2022 for sale in Lahore,Diesel,used,Toyota,"6,100 km",2022,13000000,2800cc,Automatic
Toyota,PKR,Toyota Fortuner 2021 for sale in Islamabad,Petrol,used,Toyota,"17,000 km",2021,13000000,2700cc,Automatic
Toyota,PKR,Toyota Hilux 2021 for sale in Islamabad,Diesel,used,Toyota,"40,000 km",2021,12000000,2800cc,Automatic
Toyota,PKR,Toyota Vitz 2018 for sale in Sialkot,Petrol,used,Toyota,"84,000 km",2018,3725000,1000cc,Automatic
Toyota,PKR,Toyota Hilux 2023 for sale in Islamabad,Diesel,used,Toyota,20 km,2023,15000000,2800cc,Automatic
Suzuki,PKR,Suzuki Cultus 2020 for sale in Gujranwala,Petrol,used,Suzuki,"18,500 km",2020,3290000,1000cc,Automatic
Nissan,PKR,Nissan Note 2019 for sale in Lahore,Petrol,used,Nissan,"72,425 km",2019,5295000,1200cc,Automatic
Honda,PKR,Honda Civic 2017 for sale in Lahore,Petrol,used,Honda,"58,658 km",2017,4600000,1800cc,Automatic
Toyota,PKR,Toyota Hiace 2017 for sale in Sialkot,Petrol,used,Toyota,"89,000 km",2017,7300000,2700cc,Automatic
Suzuki,PKR,Suzuki Mehran 1999 for sale in Lahore,Petrol,used,Suzuki,"150,000 km",1999,390000,800cc,Manual
KIA,PKR,KIA Sorento 2021 for sale in Lahore,Petrol,used,KIA,"35,000 km",2021,9000000,3479cc,Automatic
Honda,PKR,Honda Civic 2013 for sale in Lahore,Petrol,used,Honda,"112,000 km",2013,2900000,1800cc,Automatic
Suzuki,PKR,Suzuki Alto 2009 for sale in Kohat,CNG,used,Suzuki,"89,000 km",2009,850000,1000cc,Manual
Nissan,PKR,Nissan Dayz 2014 for sale in Karachi,Petrol,used,Nissan,"108,000 km",2014,1850000,660cc,Automatic
Suzuki,PKR,Suzuki Mehran 2016 for sale in Jalalpur Pirwala,Petrol,used,Suzuki,"71,000 km",2016,950000,800cc,Manual
Toyota,PKR,Toyota C-HR 2017 for sale in Bahawalpur,Hybrid,used,Toyota,"100,000 km",2017,8500000,1800cc,Automatic
Nissan,PKR,Nissan Clipper 2016 for sale in Karachi,Petrol,used,Nissan,"120,000 km",2016,2000000,660cc,Automatic
Honda,PKR,Honda HR-V 2023 for sale in Lahore,Petrol,used,Honda,1 km,2023,7295000,1500cc,Automatic
Honda,PKR,Honda City 2020 for sale in Lahore,Petrol,used,Honda,"40,000 km",2020,3650000,1300cc,Manual
Toyota,PKR,Toyota Prius 2018 for sale in Bahawalpur,Hybrid,used,Toyota,"20,000 km",2018,8000000,1800cc,Automatic
Suzuki,PKR,Suzuki Cultus 2014 for sale in Karachi,Petrol,used,Suzuki,"41,645 km",2014,1385000,1000cc,Manual
Hyundai,PKR,Hyundai Excel 1993 for sale in Islamabad,Petrol,used,Hyundai,"30,000 km",1993,455000,1500cc,Manual
Changan,PKR,Changan Karvaan 2022 for sale in Gujranwala,Petrol,used,Changan,"6,500 km",2022,2500000,1000cc,Manual
BMW,PKR,BMW 3 Series 2006 for sale in Lahore,Diesel,used,BMW,"107,000 km",2006,2500000,2000cc,Manual
KIA,PKR,KIA Sportage 2022 for sale in Hyderabad,Petrol,used,KIA,"6,500 km",2022,6550000,1999cc,Automatic
Suzuki,PKR,Suzuki Alto 2008 for sale in Karachi,Petrol,used,Suzuki,"179,000 km",2008,690000,1000cc,Manual
Changan,PKR,Changan Alsvin 2021 for sale in Rawalpindi,Petrol,used,Changan,"25,000 km",2021,3750000,1500cc,Automatic
Toyota,PKR,Toyota Corolla 2021 for sale in Karachi,Petrol,used,Toyota,"21,000 km",2021,4870000,1600cc,Automatic
Suzuki,PKR,Suzuki Mehran 1995 for sale in Islamabad,Petrol,used,Suzuki,"250,000 km",1995,370000,800cc,Manual
Honda,PKR,Honda Civic 2008 for sale in Karachi,Petrol,used,Honda,"87,144 km",2008,1650000,1800cc,Automatic
Toyota,PKR,Toyota Surf 1997 for sale in Gujranwala,Diesel,used,Toyota,"200,000 km",1997,3200000,3000cc,Automatic
Toyota,PKR,Toyota Corolla Axio 2015 for sale in Karachi,Petrol,used,Toyota,"48,000 km",2015,4650000,1500cc,Automatic
Toyota,PKR,Toyota Corolla Axio 2007 for sale in Karachi,Petrol,used,Toyota,"160,000 km",2007,3050000,1800cc,Automatic
Toyota,PKR,Toyota Corolla 2021 for sale in Karachi,Petrol,used,Toyota,"53,000 km",2021,6100000,1800cc,Automatic
Toyota,PKR,Toyota Prius 2011 for sale in Lahore,Hybrid,used,Toyota,"200,000 km",2011,2900000,1500cc,Automatic
Honda,PKR,Honda Civic 2012 for sale in Karachi,Petrol,used,Honda,"72,000 km",2012,2535000,1800cc,Automatic
Changan,PKR,Changan Karvaan 2022 for sale in Faisalabad,Petrol,used,Changan,"4,000 km",2022,2650000,1000cc,Manual
Toyota,PKR,Toyota Vitz 2011 for sale in Karachi,Petrol,used,Toyota,"90,000 km",2011,1975000,1000cc,Automatic
Honda,PKR,Honda Civic 2021 for sale in Lahore,Petrol,used,Honda,"37,000 km",2021,6300000,1800cc,Automatic
Toyota,PKR,Toyota Mark X 2005 for sale in Islamabad,Petrol,used,Toyota,"133,143 km",2005,4200000,3000cc,Automatic
Toyota,PKR,Toyota Corolla Cross 2022 for sale in Lahore,Hybrid,used,Toyota,"39,000 km",2022,13500000,1798cc,Automatic
Toyota,PKR,Toyota Prado 2011 for sale in Lahore,Petrol,used,Toyota,"157,000 km",2011,14500000,2700cc,Automatic
Toyota,PKR,Toyota Land Cruiser 2014 for sale in Islamabad,Petrol,used,Toyota,"54,000 km",2014,28500000,4608cc,Automatic
Suzuki,PKR,Suzuki Alto 2022 for sale in Lahore,Petrol,used,Suzuki,"7,000 km",2022,2490000,660cc,Manual
Suzuki,PKR,Suzuki Wagon R 2019 for sale in Karachi,Petrol,used,Suzuki,"18,360 km",2019,3200000,660cc,Automatic
Toyota,PKR,Toyota Prado 2012 for sale in Lahore,Petrol,used,Toyota,"106,548 km",2012,17400000,2700cc,Automatic
Toyota,PKR,Toyota Belta 2009 for sale in Sialkot,Petrol,used,Toyota,"85,000 km",2009,2275000,1000cc,Automatic
Suzuki,PKR,Suzuki Alto 2018 for sale in Karachi,Petrol,used,Suzuki,"51,000 km",2018,3000000,660cc,Automatic
Daihatsu,PKR,Daihatsu Charade 1986 for sale in Rawalpindi,Petrol,used,Daihatsu,"1,254 km",1986,370000,1000cc,Manual
Mercedes Benz,PKR,Mercedes Benz E Class 1992 for sale in Rawalpindi,Petrol,used,Mercedes Benz,"170,000 km",1992,1900000,2000cc,Manual
Lexus,PKR,Lexus LX Series 2018 for sale in Islamabad,Petrol,used,Lexus,"17,000 km",2018,83000000,5700cc,Automatic
Honda,PKR,Honda City 2006 for sale in Talagang,Petrol,used,Honda,"147,500 km",2006,1450000,1300cc,Manual
Toyota,PKR,Toyota Corolla 2021 for sale in Karachi,Petrol,used,Toyota,"15,000 km",2021,6000000,1800cc,Automatic
Suzuki,PKR,Suzuki Bolan 2021 for sale in Abbottabad,Petrol,used,Suzuki,"18,500 km",2021,1850000,800cc,Manual
Toyota,PKR,Toyota Roomy 2019 for sale in Lahore,Petrol,used,Toyota,"2,800 km",2019,3485000,1000cc,Automatic
Toyota,PKR,Toyota Surf 1996 for sale in Quetta,Petrol,used,Toyota,"80,000 km",1996,3600000,3400cc,Automatic
Suzuki,PKR,Suzuki Alto 2020 for sale in Lahore,Petrol,used,Suzuki,"40,000 km",2020,2550000,660cc,Automatic
Honda,PKR,Honda BR-V 2021 for sale in Karachi,Petrol,used,Honda,"17,000 km",2021,4690000,1500cc,Automatic
Honda,PKR,Honda City 2017 for sale in Karachi,Petrol,used,Honda,"51,000 km",2017,2765000,1300cc,Automatic
Nissan,PKR,Nissan Moco 2015 for sale in Lahore,Petrol,used,Nissan,"66,000 km",2015,2290000,660cc,Automatic
Toyota,PKR,Toyota Mark X 2005 for sale in Lahore,Petrol,used,Toyota,"100,000 km",2005,3300000,2500cc,Automatic
Toyota,PKR,Toyota Corolla 2017 for sale in Mardan,Petrol,used,Toyota,"95,400 km",2017,3650000,1300cc,Manual
Suzuki,PKR,Suzuki Mehran 2012 for sale in Risalpur,Petrol,used,Suzuki,"158,007 km",2012,800000,800cc,Manual
